100 62.812
120 82.867
140 68.229
160 66.537
180 65.298
200 67.576
220 64.87
240 65.832
260 62.894
280 63.654
300 63.49
320 66.057
340 62.461
360 61.846
380 61.666
400 62.481
420 45.456
440 72.832
460 65.235
480 64.079
500 78.691
520 64.133
540 76.845
560 66.286
580 65.145
600 64.726
620 47.789
640 62.375
660 62.918
680 63.186
700 62.919
720 65.405
740 65.222
760 65.819
780 64.637
800 65.117
820 64.43
840 63.491
860 62.671
880 62.833
900 62.602
920 67.162
940 64.892
960 63.591
980 62.934
1000 63.098
1020 63.953
1040 63.68
1060 63.512
1080 63.356
1100 63.243
1120 67.347
1140 65.388
1160 63.992
1180 63.81
1200 63.067
1220 63.548
1240 62.932
1260 63.591
1280 63.638
1300 63.41
1320 66.408
1340 65.623
1360 62.308
1380 63.115
1400 63.657
1420 63.687
1440 63.219
1460 62.801
1480 62.969
1500 64.525
1520 67.007
1540 63.997
1560 63.348
1580 63.882
1600 63.364
1620 63.428
1640 63.66
1660 63.515
1680 63.181
1700 46.713
1720 63.403
1740 62.865
1760 64.228
1780 63.644
1800 63.64
1820 63.108
1840 63.555
1860 62.716
1880 63.637
1900 63.467
1920 63.296
1940 66.343
1960 62.848
1980 62.015
2000 62.424
2020 62.099
2040 63.926
2060 64.331
2080 61.809
2100 61.539
2120 61.871
2140 64.109
2160 61.95
2180 62.101
2200 45.712
2220 61.675
2240 61.576
2260 61.913
2280 61.783
2300 62.212
2320 62.181
2340 62.584
2360 77.846
2380 62.745
2400 61.641
2420 61.566
2440 61.636
2460 64.107
2480 63.788
2500 63.077
2520 63.15
2540 62.569
2560 65.542
2580 69.243
2600 63.283
2620 63.596
2640 66.072
2660 63.143
2680 63.483
2700 63.337
2720 63.548
2740 63.247
2760 64.382
2780 63.405
2800 64.003
2820 64.147
2840 63.923
2860 63.186
2880 63.517
2900 63.702
2920 63.742
2940 66.09
2960 63.807
2980 61.705
3000 62.013
3020 45.529
3040 61.54
3060 62.08
3080 61.439
3100 62.342
3120 63.17
3140 61.826
3160 65.377
3180 63.425
3200 62.926
3220 63.769
3240 64.009
3260 63.286
3280 80.859
3300 67.569
3320 65.477
3340 64.161
3360 66.07
3380 68.273
3400 66.508
3420 63.713
3440 63.729
3460 63.697
3480 63.262
3500 63.653
3520 63.746
3540 63.511
3560 75.893
3580 65.113
3600 67.694
3620 63.656
3640 63.281
3660 64.642
3680 63.973
3700 63.46
3720 63.501
3740 63.632
3760 65.404
3780 64.859
3800 65.236
3820 65.478
3840 63.169
3860 63.231
3880 63.266
3900 63.314
3920 63.141
3940 63.892
3960 66.72
3980 64.87
4000 64.031
4020 63.267
4040 64.054
4060 63.333
4080 65.388
4100 64.5
4120 64.911
4140 64.848
4160 68.984
4180 71.253
4200 63.058
4220 63.371
4240 63.298
4260 64.495
4280 62.888
4300 63.888
4320 63.635
4340 63.312
4360 67.018
4380 65.408
4400 62.977
4420 63.026
4440 63.41
4460 64.345
4480 62.821
4500 63.345
4520 64.167
4540 63.36
4560 64.398
4580 65.148
4600 77.159
4620 64.672
4640 61.751
4660 61.91
4680 62.041
4700 62.424
4720 61.956
4740 63.161
4760 66.608
4780 65.154
4800 64.817
4820 64.078
4840 63.306
4860 69.968
4880 65.326
4900 65.502
4920 65.635
4940 66.748
4960 65.232
4980 63.832
5000 65.098
5020 64.947
5040 66.333
5060 66.172
5080 65.271
5100 65.13
5120 65.439
5140 68.119
5160 71.645
5180 62.633
5200 63.73
5220 62.643
5240 63.065
5260 63.659
5280 63.39
5300 63.863
5320 63.94
5340 63.845
5360 66.16
5380 63.246
5400 64.353
5420 63.594
5440 64.412
5460 63.212
5480 62.905
5500 64.936
5520 63.326
5540 68.803
5560 66.181
5580 64.719
5600 66.24
5620 66.49
5640 55.864
5660 66.705
5680 66.351
5700 66.817
5720 65.273
5740 65.806
5760 64.534
5780 63.978
5800 63.556
5820 63.28
5840 64.617
5860 62.805
5880 63.532
5900 63.377
5920 63.641
5940 65.501
5960 63.728
5980 63.228
6000 63.319
6020 63.564
6040 64.089
6060 64.195
6080 63.289
6100 63.403
6120 63.337
6140 66.85
6160 64.977
6180 64.185
6200 63.923
6220 50.898
6240 63.83
6260 63.728
6280 62.468
6300 63.923
6320 63.03
6340 65.718
6360 64.013
6380 63.233
6400 63.419
6420 63.628
6440 63.296
6460 63.855
6480 63.719
6500 63.84
6520 64.227
6540 66.935
6560 64.246
6580 63.77
6600 63.692
6620 65.44
6640 65.342
6660 65.85
6680 65.617
6700 64.715
6720 65.058
6740 68.323
6760 66.94
6780 64.955
6800 65.275
6820 64.663
6840 65.814
6860 65.172
6880 65.519
6900 64.776
6920 64.579
6940 64.778
6960 64.534
6980 63.778
7000 64.362
7020 64.602
7040 64.81
7060 65.041
7080 65.183
7100 65.365
7120 64.608
7140 67.065
7160 64.914
7180 65.094
7200 64.601
7220 64.497
7240 64.335
7260 65.011
7280 64.93
7300 65.073
7320 64.513
7340 66.43
7360 64.923
7380 65.145
7400 65.056
7420 65.436
7440 64.704
7460 64.704
7480 64.569
7500 64.801
7520 65.899
7540 66.661
7560 64.723
7580 65.072
7600 64.802
