100 5250.88
120 7183.13
140 9440.02
160 12746
180 17658.1
200 21279.5
220 25788.7
240 30350.4
260 36894.3
280 42495.7
300 47758.6
320 53032.1
340 60861
360 67371.3
380 77175.3
400 82121.1
420 90405.5
440 98694.9
460 105204
480 112633
500 121771
520 129976
540 139315
560 147719
580 158216
600 165431
620 175172
640 186447
660 196572
680 208662
700 221442
720 232330
740 244714
760 256172
780 273008
800 286140
820 294955
840 308908
860 322960
880 335511
900 354425
920 365327
940 377297
960 393633
980 409700
1000 421951
1020 465234
1040 486247
1060 487808
1080 490020
1100 500579
1120 513882
1140 536773
1160 547787
1180 596641
1200 595039
1220 617460
1240 638123
1260 673350
1280 688834
1300 675490
1320 702071
1340 736444
1360 729567
1380 749166
1400 753685
1420 765698
1440 795249
1460 821902
1480 829039
1500 850427
1520 873360
1540 882465
1560 911836
1580 928386
1600 940799
1620 982925
1640 1.03831e+06
1660 1.07443e+06
1680 1.06138e+06
1700 1.05401e+06
1720 1.07164e+06
1740 1.09595e+06
1760 1.13302e+06
1780 1.14534e+06
1800 1.16948e+06
1820 1.18369e+06
1840 1.20036e+06
1860 1.22984e+06
1880 1.24598e+06
1900 1.26415e+06
1920 1.29157e+06
1940 1.31882e+06
1960 1.33992e+06
1980 1.35793e+06
2000 1.38939e+06
2020 1.40307e+06
2040 1.4304e+06
2060 1.45692e+06
2080 1.48065e+06
2100 1.49376e+06
2120 1.52302e+06
2140 1.56393e+06
2160 1.58103e+06
2180 1.6001e+06
2200 1.62565e+06
2220 1.6399e+06
2240 1.67437e+06
2260 1.70006e+06
2280 1.72079e+06
2300 1.77227e+06
2320 1.79906e+06
2340 1.82556e+06
2360 1.84922e+06
2380 1.87805e+06
2400 1.9425e+06
2420 1.90123e+06
2440 1.9832e+06
2460 1.99872e+06
2480 2.09678e+06
