100 4157.99
120 5551.77
140 7248.7
160 9231.99
180 12253.6
200 14979.9
220 18551.4
240 22318.9
260 25753.5
280 29767
300 35536.1
320 39741.8
340 44326.3
360 49751.2
380 55454.9
400 57616.9
420 62908.8
440 68733.2
460 75556.4
480 82608.4
500 89085.9
520 96256.4
540 104025
560 110558
580 117994
600 126006
620 134619
640 142198
660 149851
680 158449
700 167430
720 176137
740 189700
760 193894
780 203992
800 213137
820 223416
840 233526
860 243072
880 254428
900 263929
920 275686
940 286993
960 298784
980 310821
1000 320971
1020 332278
1040 343979
1060 355324
1080 368986
1100 380214
1120 391078
1140 405806
1160 418071
1180 430382
1200 445863
1220 458246
1240 470327
1260 483417
1280 500665
1300 512179
1320 527115
1340 540271
1360 571261
1380 567573
1400 581849
1420 602152
1440 615160
1460 638400
1480 643522
1500 660144
1520 674325
1540 687363
1560 702088
1580 721253
1600 731534
1620 751738
1640 767741
1660 782112
1680 796068
1700 812122
1720 827585
1740 846136
1760 858716
1780 878827
1800 889160
1820 910932
1840 931977
1860 942145
1880 957495
1900 978109
1920 995242
1940 1.01233e+06
1960 1.03366e+06
1980 1.04943e+06
2000 1.06428e+06
2020 1.09376e+06
2040 1.10838e+06
2060 1.13282e+06
2080 1.15011e+06
2100 1.17311e+06
2120 1.19562e+06
2140 1.21348e+06
2160 1.23663e+06
2180 1.25615e+06
2200 1.28175e+06
2220 1.30058e+06
2240 1.31734e+06
2260 1.34051e+06
2280 1.37437e+06
2300 1.38917e+06
2320 1.40933e+06
2340 1.43814e+06
2360 1.4604e+06
2380 1.47835e+06
2400 1.50964e+06
2420 1.53279e+06
2440 1.5496e+06
2460 1.58361e+06
2480 1.6056e+06
2500 1.62056e+06
2520 1.64726e+06
2540 1.67325e+06
2560 1.70374e+06
2580 1.72644e+06
2600 1.76564e+06
2620 1.77464e+06
2640 1.7963e+06
2660 1.83201e+06
2680 1.85046e+06
2700 1.87696e+06
2720 1.9037e+06
2740 1.91809e+06
2760 1.93362e+06
2780 1.95956e+06
2800 1.99726e+06
2820 2.02384e+06
