100 1697.17
120 2388.73
140 3141.77
160 3864.57
180 4690.22
200 5678.19
220 6681.31
240 7966.09
260 9129.31
280 10594.4
300 11908.5
320 14136.4
340 16422
360 18850.3
380 21510.1
400 24040.9
420 27356.9
440 30831.3
460 32778.6
480 35846.1
500 39029.4
520 43407.8
540 46246.7
560 49657.4
580 53516.8
600 55418.8
620 60022.2
640 63851.6
660 65926.1
680 70069.6
700 74227.7
720 79394
740 84513.7
760 83623.5
780 88976.5
800 92996.9
820 98329.1
840 101865
860 102344
880 113834
900 117680
920 120381
940 127615
960 128249
980 133641
1000 140715
1020 141761
1040 150970
1060 153619
1080 164411
1100 174895
1120 179775
1140 184234
1160 186507
1180 192990
1200 203409
1220 206040
1240 215691
1260 216064
1280 225771
1300 234456
1320 237563
1340 258545
1360 258462
1380 271949
1400 282276
1420 301666
1440 323950
1460 333137
1480 351517
1500 348177
1520 360547
1540 360140
1560 370662
1580 377396
1600 385267
1620 390603
1640 412094
1660 405969
1680 420118
1700 450945
1720 457401
1740 484607
1760 482054
1780 490071
1800 507231
1820 524760
1840 538511
1860 537354
1880 558875
1900 568805
1920 561545
1940 590499
1960 647357
1980 670645
2000 719184
2020 721002
2040 678564
2060 699946
2080 714457
2100 760140
2120 783037
2140 800070
2160 884281
2180 791562
2200 789722
2220 818940
2240 847974
2260 863013
2280 905095
2300 974656
2320 990570
2340 910733
2360 971826
2380 945218
2400 995928
2420 1.17332e+06
2440 1.0582e+06
2460 1.15535e+06
2480 1.08368e+06
2500 1.18812e+06
2520 1.12024e+06
2540 1.10071e+06
2560 1.13307e+06
2580 1.25208e+06
2600 1.27232e+06
2620 1.1816e+06
2640 1.20046e+06
2660 1.2584e+06
2680 1.22944e+06
2700 1.2361e+06
2720 1.26901e+06
2740 1.30899e+06
2760 1.31854e+06
2780 1.33315e+06
2800 1.36798e+06
2820 1.34757e+06
2840 1.39858e+06
2860 1.40944e+06
2880 1.48345e+06
2900 1.49342e+06
2920 1.51583e+06
2940 1.51828e+06
2960 1.54784e+06
2980 1.54816e+06
3000 1.60366e+06
3020 1.63496e+06
3040 1.61489e+06
3060 1.68319e+06
3080 1.68733e+06
3100 1.72996e+06
3120 1.73661e+06
3140 1.737e+06
3160 1.74032e+06
3180 1.78745e+06
3200 1.81256e+06
3220 1.85402e+06
3240 1.88662e+06
3260 1.87881e+06
3280 1.92125e+06
3300 1.93827e+06
3320 1.97345e+06
3340 1.98591e+06
3360 2.0001e+06
