100 11586.9
120 16220.5
140 21629.6
160 28845.4
180 37878.7
200 47068.4
220 56675.2
240 67114.8
260 74828.5
280 86136.9
300 98965.6
320 110876
340 123260
360 136409
380 150193
400 172171
420 186424
440 199149
460 215442
480 229232
500 247494
520 266519
540 288622
560 302095
580 320684
600 345623
620 365162
640 386104
660 406356
680 428783
700 447826
720 471557
740 495739
760 521847
780 544604
800 569628
820 594860
840 615889
860 643066
880 671277
900 696596
920 724301
940 751098
960 779429
980 806946
1000 836482
1020 861559
1040 888746
1060 923956
1080 956188
1100 986396
1120 1.01267e+06
1140 1.045e+06
1160 1.08092e+06
1180 1.10769e+06
1200 1.14385e+06
1220 1.16936e+06
1240 1.23645e+06
1260 1.24053e+06
1280 1.27913e+06
1300 1.31898e+06
1320 1.35116e+06
1340 1.38636e+06
1360 1.42534e+06
1380 1.45551e+06
1400 1.49777e+06
1420 1.53385e+06
1440 1.57076e+06
1460 1.60392e+06
1480 1.65432e+06
1500 1.69211e+06
1520 1.73065e+06
1540 1.77688e+06
1560 1.81697e+06
1580 1.8544e+06
1600 1.89184e+06
1620 1.94306e+06
1640 1.98817e+06
1660 2.04478e+06
